tier,eval_set,rule,threshold,coverage,risk
tier2,deployment175,lac,-0.248015,0.662857,0.146552
tier2,deployment175,lac,-0.250053,0.668571,0.153846
tier2,deployment175,lac,-0.255234,0.674286,0.161017
tier2,deployment175,lac,-0.256699,0.68,0.168067
tier2,deployment175,lac,-0.258102,0.685714,0.175
tier2,deployment175,lac,-0.258644,0.691429,0.173554
tier2,deployment175,lac,-0.260572,0.697143,0.172131
tier2,deployment175,lac,-0.260911,0.702857,0.178862
tier2,deployment175,lac,-0.26155,0.708571,0.177419
tier2,deployment175,lac,-0.263552,0.714286,0.184
tier2,deployment175,lac,-0.263787,0.72,0.18254
tier2,deployment175,lac,-0.266775,0.725714,0.188976
tier2,deployment175,lac,-0.26697,0.731429,0.1875
tier2,deployment175,lac,-0.267527,0.737143,0.186047
tier2,deployment175,lac,-0.274965,0.742857,0.184615
tier2,deployment175,lac,-0.275532,0.748571,0.19084
tier2,deployment175,lac,-0.27591,0.754286,0.189394
tier2,deployment175,lac,-0.27789,0.76,0.195489
tier2,deployment175,lac,-0.279079,0.765714,0.201493
tier2,deployment175,lac,-0.279162,0.771429,0.2
tier2,deployment175,lac,-0.279417,0.777143,0.205882
tier2,deployment175,lac,-0.279884,0.782857,0.20438
tier2,deployment175,lac,-0.280107,0.788571,0.202899
tier2,deployment175,lac,-0.280267,0.794286,0.208633
tier2,deployment175,lac,-0.283285,0.8,0.214286
tier2,deployment175,lac,-0.28352,0.805714,0.219858
tier2,deployment175,lac,-0.285061,0.811429,0.21831
tier2,deployment175,lac,-0.286322,0.817143,0.216783
tier2,deployment175,lac,-0.287731,0.822857,0.222222
tier2,deployment175,lac,-0.289253,0.828571,0.227586
tier2,deployment175,lac,-0.289496,0.834286,0.232877
tier2,deployment175,lac,-0.295135,0.84,0.231293
tier2,deployment175,lac,-0.295413,0.845714,0.22973
tier2,deployment175,lac,-0.296996,0.851429,0.234899
tier2,deployment175,lac,-0.303598,0.857143,0.24
tier2,deployment175,lac,-0.30504,0.862857,0.245033
tier2,deployment175,lac,-0.307054,0.868571,0.243421
tier2,deployment175,lac,-0.307583,0.874286,0.24183
tier2,deployment175,lac,-0.311613,0.88,0.246753
tier2,deployment175,lac,-0.311733,0.885714,0.245161
tier2,deployment175,lac,-0.313152,0.891429,0.24359
tier2,deployment175,lac,-0.315624,0.897143,0.248408
tier2,deployment175,lac,-0.316355,0.902857,0.246835
tier2,deployment175,lac,-0.316419,0.908571,0.245283
tier2,deployment175,lac,-0.318012,0.914286,0.24375
tier2,deployment175,lac,-0.320414,0.92,0.242236
tier2,deployment175,lac,-0.326636,0.925714,0.240741
tier2,deployment175,lac,-0.328088,0.931429,0.239264
tier2,deployment175,lac,-0.328761,0.937143,0.243902
tier2,deployment175,lac,-0.329844,0.942857,0.242424
tier2,deployment175,lac,-0.33413,0.948571,0.240964
tier2,deployment175,lac,-0.338047,0.954286,0.239521
tier2,deployment175,lac,-0.341798,0.96,0.244048
tier2,deployment175,lac,-0.355486,0.965714,0.248521
tier2,deployment175,lac,-0.373122,0.971429,0.247059
tier2,deployment175,lac,-0.375153,0.977143,0.245614
tier2,deployment175,lac,-0.377901,0.982857,0.244186
tier2,deployment175,lac,-0.379175,0.988571,0.242775
tier2,deployment175,lac,-0.384849,0.994286,0.241379
tier2,deployment175,lac,-0.417228,1.0,0.245714
tier2,deployment175,margin,0.96436,0.005714,0.0
tier2,deployment175,margin,0.959965,0.011429,0.0
tier2,deployment175,margin,0.953495,0.017143,0.0
tier2,deployment175,margin,0.938096,0.022857,0.0
tier2,deployment175,margin,0.934955,0.028571,0.0
tier2,deployment175,margin,0.931526,0.034286,0.0
tier2,deployment175,margin,0.923418,0.04,0.0
tier2,deployment175,margin,0.918253,0.045714,0.0
tier2,deployment175,margin,0.909416,0.051429,0.0
tier2,deployment175,margin,0.906134,0.057143,0.0
tier2,deployment175,margin,0.899521,0.062857,0.0
tier2,deployment175,margin,0.897757,0.068571,0.0
tier2,deployment175,margin,0.896666,0.074286,0.0
tier2,deployment175,margin,0.896005,0.08,0.0
tier2,deployment175,margin,0.881956,0.085714,0.0
tier2,deployment175,margin,0.878787,0.091429,0.0
tier2,deployment175,margin,0.875601,0.097143,0.0
tier2,deployment175,margin,0.874167,0.102857,0.0
tier2,deployment175,margin,0.865811,0.108571,0.0
tier2,deployment175,margin,0.864876,0.114286,0.0
tier2,deployment175,margin,0.838125,0.12,0.0
tier2,deployment175,margin,0.835231,0.125714,0.0
tier2,deployment175,margin,0.832267,0.131429,0.0
tier2,deployment175,margin,0.829676,0.137143,0.0
tier2,deployment175,margin,0.82482,0.142857,0.0
tier2,deployment175,margin,0.82264,0.148571,0.0
tier2,deployment175,margin,0.809067,0.154286,0.0
tier2,deployment175,margin,0.799023,0.16,0.0
tier2,deployment175,margin,0.798057,0.165714,0.0
tier2,deployment175,margin,0.786135,0.171429,0.0
tier2,deployment175,margin,0.759059,0.177143,0.0
tier2,deployment175,margin,0.755417,0.182857,0.0
tier2,deployment175,margin,0.751544,0.188571,0.0
tier2,deployment175,margin,0.746443,0.194286,0.0
tier2,deployment175,margin,0.744141,0.2,0.0
tier2,deployment175,margin,0.710972,0.205714,0.0
tier2,deployment175,margin,0.68543,0.211429,0.0
tier2,deployment175,margin,0.681637,0.217143,0.0
tier2,deployment175,margin,0.676638,0.222857,0.0
tier2,deployment175,margin,0.673218,0.228571,0.0
tier2,deployment175,margin,0.66161,0.234286,0.0
tier2,deployment175,margin,0.65039,0.24,0.0
tier2,deployment175,margin,0.636991,0.245714,0.0
tier2,deployment175,margin,0.635491,0.251429,0.0
tier2,deployment175,margin,0.630562,0.257143,0.0
tier2,deployment175,margin,0.62866,0.262857,0.0
tier2,deployment175,margin,0.618178,0.268571,0.0
tier2,deployment175,margin,0.617302,0.274286,0.0
tier2,deployment175,margin,0.608625,0.28,0.0
tier2,deployment175,margin,0.605956,0.285714,0.0
tier2,deployment175,margin,0.605309,0.291429,0.0
tier2,deployment175,margin,0.59727,0.297143,0.019231
tier2,deployment175,margin,0.591129,0.302857,0.018868
tier2,deployment175,margin,0.589947,0.308571,0.037037
tier2,deployment175,margin,0.56903,0.314286,0.036364
tier2,deployment175,margin,0.561907,0.32,0.035714
tier2,deployment175,margin,0.560644,0.325714,0.035088
tier2,deployment175,margin,0.531395,0.331429,0.034483
tier2,deployment175,margin,0.525631,0.337143,0.033898
tier2,deployment175,margin,0.521836,0.342857,0.033333
tier2,deployment175,margin,0.520768,0.348571,0.04918
tier2,deployment175,margin,0.503873,0.354286,0.048387
tier2,deployment175,margin,0.481587,0.36,0.047619
tier2,deployment175,margin,0.460906,0.365714,0.046875
tier2,deployment175,margin,0.458104,0.371429,0.046154
tier2,deployment175,margin,0.453843,0.377143,0.045455
tier2,deployment175,margin,0.450587,0.382857,0.044776
tier2,deployment175,margin,0.444864,0.388571,0.044118
tier2,deployment175,margin,0.440435,0.394286,0.057971
tier2,deployment175,margin,0.431345,0.4,0.057143
tier2,deployment175,margin,0.418174,0.405714,0.056338
tier2,deployment175,margin,0.401801,0.411429,0.055556
tier2,deployment175,margin,0.396424,0.417143,0.054795
tier2,deployment175,margin,0.392364,0.422857,0.067568
tier2,deployment175,margin,0.391955,0.428571,0.066667
tier2,deployment175,margin,0.382062,0.434286,0.078947
tier2,deployment175,margin,0.381321,0.44,0.077922
tier2,deployment175,margin,0.368654,0.445714,0.076923
tier2,deployment175,margin,0.360316,0.451429,0.075949
tier2,deployment175,margin,0.359058,0.457143,0.0875
tier2,deployment175,margin,0.356809,0.462857,0.098765
tier2,deployment175,margin,0.35227,0.468571,0.097561
tier2,deployment175,margin,0.342485,0.474286,0.096386
tier2,deployment175,margin,0.330906,0.48,0.095238
tier2,deployment175,margin,0.321039,0.485714,0.094118
tier2,deployment175,margin,0.319251,0.491429,0.093023
tier2,deployment175,margin,0.31615,0.497143,0.091954
tier2,deployment175,margin,0.310278,0.502857,0.090909
tier2,deployment175,margin,0.308957,0.508571,0.089888
tier2,deployment175,margin,0.305289,0.514286,0.1
tier2,deployment175,margin,0.304761,0.52,0.098901
tier2,deployment175,margin,0.301426,0.525714,0.097826
tier2,deployment175,margin,0.300203,0.531429,0.096774
tier2,deployment175,margin,0.299736,0.537143,0.095745
tier2,deployment175,margin,0.289631,0.542857,0.105263
tier2,deployment175,margin,0.284489,0.548571,0.104167
tier2,deployment175,margin,0.283513,0.554286,0.113402
tier2,deployment175,margin,0.283435,0.56,0.112245
tier2,deployment175,margin,0.276392,0.565714,0.111111
tier2,deployment175,margin,0.271957,0.571429,0.11
tier2,deployment175,margin,0.254279,0.577143,0.108911
tier2,deployment175,margin,0.247438,0.582857,0.117647
tier2,deployment175,margin,0.242656,0.588571,0.116505
tier2,deployment175,margin,0.239365,0.594286,0.115385
tier2,deployment175,margin,0.234984,0.6,0.12381
tier2,deployment175,margin,0.232301,0.605714,0.132075
tier2,deployment175,margin,0.231515,0.611429,0.130841
tier2,deployment175,margin,0.229747,0.617143,0.12963
tier2,deployment175,margin,0.220281,0.622857,0.137615
tier2,deployment175,margin,0.216433,0.628571,0.145455
tier2,deployment175,margin,0.215148,0.634286,0.144144
tier2,deployment175,margin,0.213855,0.64,0.151786
tier2,deployment175,margin,0.205742,0.645714,0.159292
tier2,deployment175,margin,0.197812,0.651429,0.157895
tier2,deployment175,margin,0.196421,0.657143,0.156522
tier2,deployment175,margin,0.195689,0.662857,0.163793
tier2,deployment175,margin,0.185803,0.668571,0.17094
tier2,deployment175,margin,0.185606,0.674286,0.169492
tier2,deployment175,margin,0.1756,0.68,0.168067
tier2,deployment175,margin,0.17313,0.685714,0.166667
tier2,deployment175,margin,0.1729,0.691429,0.173554
tier2,deployment175,margin,0.172266,0.697143,0.172131
tier2,deployment175,margin,0.172046,0.702857,0.170732
tier2,deployment175,margin,0.17177,0.708571,0.177419
tier2,deployment175,margin,0.171326,0.714286,0.176
tier2,deployment175,margin,0.166512,0.72,0.174603
tier2,deployment175,margin,0.1627,0.725714,0.173228
tier2,deployment175,margin,0.162349,0.731429,0.171875
tier2,deployment175,margin,0.161855,0.737143,0.178295
tier2,deployment175,margin,0.16094,0.742857,0.176923
tier2,deployment175,margin,0.159789,0.748571,0.175573
tier2,deployment175,margin,0.146643,0.754286,0.174242
tier2,deployment175,margin,0.14337,0.76,0.180451
tier2,deployment175,margin,0.132003,0.765714,0.179104
tier2,deployment175,margin,0.131118,0.771429,0.185185
tier2,deployment175,margin,0.119427,0.777143,0.183824
tier2,deployment175,margin,0.118578,0.782857,0.182482
tier2,deployment175,margin,0.116501,0.788571,0.181159
tier2,deployment175,margin,0.1163,0.794286,0.18705
tier2,deployment175,margin,0.109586,0.8,0.185714
tier2,deployment175,margin,0.108772,0.805714,0.191489
tier2,deployment175,margin,0.105036,0.811429,0.190141
tier2,deployment175,margin,0.10197,0.817143,0.195804
tier2,deployment175,margin,0.098616,0.822857,0.201389
tier2,deployment175,margin,0.098214,0.828571,0.2
tier2,deployment175,margin,0.092748,0.834286,0.19863
tier2,deployment175,margin,0.09107,0.84,0.197279
tier2,deployment175,margin,0.085749,0.845714,0.202703
tier2,deployment175,margin,0.084262,0.851429,0.208054
tier2,deployment175,margin,0.084089,0.857143,0.206667
tier2,deployment175,margin,0.078862,0.862857,0.205298
tier2,deployment175,margin,0.078813,0.868571,0.203947
tier2,deployment175,margin,0.075262,0.874286,0.20915
tier2,deployment175,margin,0.074817,0.88,0.214286
tier2,deployment175,margin,0.070232,0.885714,0.212903
tier2,deployment175,margin,0.064336,0.891429,0.217949
tier2,deployment175,margin,0.062222,0.897143,0.216561
tier2,deployment175,margin,0.059803,0.902857,0.221519
tier2,deployment175,margin,0.048614,0.908571,0.226415
tier2,deployment175,margin,0.048364,0.914286,0.23125
tier2,deployment175,margin,0.045572,0.92,0.236025
tier2,deployment175,margin,0.045416,0.925714,0.234568
tier2,deployment175,margin,0.041453,0.931429,0.233129
tier2,deployment175,margin,0.038116,0.937143,0.231707
tier2,deployment175,margin,0.037154,0.942857,0.230303
tier2,deployment175,margin,0.034924,0.948571,0.23494
tier2,deployment175,margin,0.03445,0.954286,0.239521
tier2,deployment175,margin,0.027211,0.96,0.244048
tier2,deployment175,margin,0.025062,0.965714,0.242604
tier2,deployment175,margin,0.021372,0.971429,0.241176
tier2,deployment175,margin,0.021269,0.977143,0.239766
tier2,deployment175,margin,0.018962,0.982857,0.244186
tier2,deployment175,margin,0.012966,0.988571,0.248555
tier2,deployment175,margin,0.012186,0.994286,0.247126
tier2,deployment175,margin,0.011667,1.0,0.245714
